Current Loan Amount,Term,Credit Score,Annual Income,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,Employment Years
401346.0,Long Term,705.0,1636812.0,Home Mortgage,Debt Consolidation,10243.66,16.7,26.0,11.0,1.0,189012.0,372174.0,1.0,0.0,10.0
142912.0,Short Term,,,Own Home,Debt Consolidation,5023.98,8.6,,5.0,0.0,61655.0,274582.0,0.0,0.0,6.0
416482.0,Short Term,717.0,1592390.0,Rent,Debt Consolidation,26141.72,20.5,13.0,14.0,0.0,141436.0,206008.0,0.0,0.0,1.0
651156.0,Long Term,682.0,1816438.0,Rent,Debt Consolidation,29819.74,20.7,,9.0,0.0,521322.0,838376.0,0.0,0.0,10.0
134508.0,Short Term,,,Home Mortgage,Debt Consolidation,9590.25,16.0,,4.0,0.0,233111.0,322850.0,0.0,0.0,6.0
262988.0,Short Term,733.0,1514224.0,Home Mortgage,Debt Consolidation,16025.55,19.3,,11.0,0.0,235410.0,396748.0,0.0,0.0,3.0
247896.0,Long Term,725.0,1062841.0,Rent,Debt Consolidation,13816.99,20.7,7.0,16.0,1.0,152475.0,584584.0,1.0,0.0,1.0
413402.0,Short Term,730.0,836798.0,Home Mortgage,Debt Consolidation,12691.24,15.6,2.0,8.0,0.0,70813.0,310574.0,0.0,0.0,10.0
172568.0,Short Term,725.0,670662.0,Rent,Debt Consolidation,6482.99,16.8,25.0,11.0,1.0,125875.0,297462.0,1.0,0.0,5.0
330572.0,Long Term,717.0,1027748.0,Home Mortgage,Debt Consolidation,21582.67,16.5,,17.0,1.0,271738.0,506682.0,1.0,0.0,3.0
421168.0,Short Term,686.0,866039.0,Own Home,Major Purchase,4438.59,7.1,,6.0,0.0,173109.0,307428.0,0.0,0.0,2.0
176572.0,Short Term,716.0,2668778.0,Home Mortgage,Debt Consolidation,19993.51,10.5,46.0,8.0,0.0,191938.0,273702.0,0.0,0.0,8.0
130416.0,Short Term,725.0,1221548.0,Own Home,Debt Consolidation,20491.31,21.6,78.0,10.0,0.0,305102.0,494780.0,0.0,0.0,4.0
759462.0,Long Term,713.0,2736000.0,Home Mortgage,Debt Consolidation,39443.81,16.0,28.0,14.0,0.0,833967.0,1184854.0,0.0,0.0,10.0
163592.0,Short Term,717.0,904153.0,Rent,Debt Consolidation,8288.18,17.3,,9.0,1.0,19703.0,256344.0,1.0,0.0,10.0
552860.0,Long Term,642.0,1375106.0,Rent,Debt Consolidation,34263.27,16.9,,14.0,1.0,299022.0,878812.0,1.0,0.0,10.0
179498.0,Short Term,740.0,465082.0,Own Home,Debt Consolidation,13060.79,22.3,,9.0,0.0,157738.0,426734.0,0.0,0.0,6.0
434808.0,Long Term,724.0,1746157.0,Rent,Debt Consolidation,12907.08,26.0,27.0,14.0,0.0,190038.0,440968.0,0.0,0.0,3.0
184294.0,Short Term,740.0,880061.0,Rent,Debt Consolidation,15261.56,19.7,,9.0,0.0,144875.0,201608.0,0.0,0.0,8.0
450824.0,Long Term,721.0,2044077.0,Rent,Debt Consolidation,33216.18,17.4,8.0,16.0,0.0,394896.0,944724.0,0.0,0.0,10.0
282590.0,Long Term,737.0,858002.0,Home Mortgage,Debt Consolidation,22593.85,19.3,71.0,14.0,0.0,492841.0,695090.0,0.0,0.0,10.0
559636.0,Short Term,,,Home Mortgage,Debt Consolidation,58666.3,17.0,42.0,13.0,0.0,293227.0,652960.0,0.0,0.0,0.0
175736.0,Short Term,728.0,1328005.0,Rent,Debt Consolidation,17706.67,15.8,,8.0,0.0,332804.0,599280.0,0.0,0.0,10.0
75196.0,Short Term,,,Home Mortgage,Debt Consolidation,11570.43,6.9,,9.0,0.0,85329.0,214786.0,0.0,0.0,2.0
70510.0,Long Term,682.0,319751.0,Rent,Medical Bills,4700.22,29.4,,3.0,0.0,193249.0,224884.0,0.0,0.0,1.0
572858.0,Long Term,621.0,990356.0,Rent,Debt Consolidation,10068.67,13.4,16.0,21.0,0.0,181165.0,896500.0,0.0,0.0,10.0
307032.0,Short Term,734.0,1145092.0,Home Mortgage,Debt Consolidation,10114.84,24.9,,9.0,1.0,114095.0,191180.0,1.0,0.0,10.0
560560.0,Short Term,740.0,1607286.0,Home Mortgage,Home Improvements,18858.83,19.1,,13.0,0.0,20292.0,939950.0,0.0,0.0,10.0
131098.0,Short Term,719.0,377416.0,Rent,Debt Consolidation,4717.7,14.0,59.0,11.0,0.0,130986.0,225016.0,0.0,0.0,1.0
368368.0,Short Term,702.0,813485.0,Home Mortgage,Debt Consolidation,13693.68,33.4,,14.0,1.0,225169.0,462264.0,1.0,0.0,10.0
107514.0,Short Term,,,Rent,Debt Consolidation,13740.8,25.3,,18.0,0.0,349581.0,950158.0,0.0,0.0,7.0
211068.0,Short Term,729.0,3797720.0,Home Mortgage,Debt Consolidation,13450.29,14.4,29.0,9.0,0.0,250344.0,312356.0,0.0,0.0,10.0
177694.0,Short Term,740.0,1093393.0,Rent,Debt Consolidation,21959.06,10.3,25.0,11.0,0.0,178391.0,336424.0,0.0,0.0,3.0
555170.0,Short Term,746.0,9589300.0,Home Mortgage,Debt Consolidation,21735.62,27.4,12.0,13.0,0.0,378765.0,1235388.0,0.0,0.0,6.0
,Long Term,704.0,1939900.0,Home Mortgage,Debt Consolidation,12932.73,20.4,47.0,6.0,0.0,153387.0,341550.0,0.0,0.0,10.0
,Short Term,742.0,3039088.0,Own Home,Debt Consolidation,14967.63,8.5,8.0,10.0,0.0,419121.0,710534.0,0.0,0.0,10.0
122826.0,Short Term,724.0,1704699.0,Home Mortgage,Debt Consolidation,55402.67,27.7,43.0,30.0,0.0,1012890.0,1991220.0,0.0,0.0,10.0
223498.0,Short Term,710.0,948480.0,Rent,Debt Consolidation,25688.0,23.1,17.0,10.0,0.0,253517.0,369226.0,0.0,0.0,4.0
774312.0,Long Term,,,Home Mortgage,Debt Consolidation,23328.96,16.1,,7.0,0.0,563559.0,834460.0,0.0,0.0,2.0
338052.0,Short Term,741.0,1362452.0,Own Home,Debt Consolidation,5699.62,17.8,,5.0,0.0,88654.0,410630.0,0.0,0.0,6.0
131956.0,Short Term,748.0,1082563.0,Own Home,Debt Consolidation,14704.86,11.8,,10.0,0.0,205105.0,501028.0,0.0,0.0,7.0
262042.0,Short Term,742.0,1339025.0,Home Mortgage,Other,16849.39,17.7,,13.0,0.0,536028.0,1317734.0,0.0,0.0,2.0
,Short Term,740.0,1312045.0,Home Mortgage,Debt Consolidation,10725.88,13.8,,12.0,0.0,128725.0,734272.0,0.0,0.0,10.0
354948.0,Short Term,737.0,1590243.0,Rent,Debt Consolidation,24383.84,23.0,,7.0,1.0,291422.0,450516.0,1.0,0.0,10.0
70334.0,Short Term,715.0,531468.0,Rent,Debt Consolidation,12799.54,14.1,44.0,20.0,0.0,200089.0,627880.0,0.0,0.0,7.0
97988.0,Short Term,680.0,789773.0,Rent,Debt Consolidation,25273.04,13.0,,28.0,0.0,467875.0,817102.0,0.0,0.0,10.0
217734.0,Short Term,716.0,723596.0,Home Mortgage,Debt Consolidation,1507.46,12.0,80.0,11.0,1.0,71307.0,345466.0,1.0,0.0,10.0
314908.0,Short Term,,,Rent,Debt Consolidation,22601.64,28.3,81.0,10.0,1.0,252719.0,314644.0,1.0,0.0,7.0
207394.0,Long Term,704.0,811072.0,Home Mortgage,Other,15139.77,13.0,28.0,8.0,0.0,104747.0,200816.0,0.0,0.0,2.0
210958.0,Short Term,734.0,948955.0,Home Mortgage,Debt Consolidation,22616.84,18.5,,12.0,1.0,110295.0,178112.0,1.0,0.0,
26092.0,Short Term,715.0,938790.0,Rent,Other,27224.91,15.4,42.0,8.0,2.0,55917.0,134882.0,1.0,1.0,1.0
267300.0,Short Term,709.0,2897595.0,Home Mortgage,Debt Consolidation,22891.01,14.6,24.0,10.0,0.0,124678.0,176704.0,0.0,0.0,10.0
526482.0,Long Term,727.0,1010458.0,Home Mortgage,Debt Consolidation,18272.49,22.6,58.0,9.0,0.0,701784.0,1334322.0,0.0,0.0,7.0
301290.0,Short Term,745.0,1542629.0,Home Mortgage,Debt Consolidation,16480.41,16.1,,5.0,0.0,97983.0,187220.0,0.0,0.0,3.0
284680.0,Long Term,727.0,1040193.0,Rent,Debt Consolidation,14042.52,12.1,,6.0,0.0,171836.0,520872.0,0.0,0.0,6.0
219824.0,Short Term,747.0,1708632.0,Rent,Debt Consolidation,26626.22,15.0,10.0,8.0,0.0,181925.0,453046.0,0.0,0.0,8.0
210892.0,Short Term,697.0,538992.0,Home Mortgage,Debt Consolidation,12980.61,6.0,,13.0,0.0,153900.0,525690.0,0.0,0.0,5.0
223146.0,Long Term,,,Home Mortgage,Other,15896.54,17.2,,8.0,0.0,131024.0,871948.0,0.0,0.0,1.0
132132.0,Short Term,718.0,4078977.0,Home Mortgage,Debt Consolidation,17777.54,22.5,17.0,5.0,0.0,95855.0,218042.0,0.0,0.0,1.0
772398.0,Long Term,685.0,3621191.0,Home Mortgage,Debt Consolidation,52507.26,21.8,,14.0,0.0,781185.0,1609476.0,0.0,0.0,10.0
94600.0,Short Term,705.0,2431772.0,Home Mortgage,Other,69913.16,18.4,,11.0,0.0,3659001.0,6087290.0,0.0,0.0,2.0
329274.0,Short Term,,,Rent,Medical Bills,15551.69,26.5,27.0,11.0,0.0,432934.0,1457236.0,0.0,0.0,10.0
209682.0,Short Term,716.0,829977.0,Home Mortgage,Debt Consolidation,22893.67,17.0,7.0,14.0,0.0,188309.0,619454.0,0.0,0.0,10.0
189156.0,Short Term,,,Rent,Other,39610.06,51.8,4.0,16.0,0.0,514159.0,1108646.0,0.0,0.0,
671616.0,Long Term,694.0,1488745.0,Rent,Debt Consolidation,18733.43,28.7,49.0,13.0,0.0,451022.0,767976.0,0.0,0.0,8.0
115390.0,Short Term,,,Rent,Other,6942.03,19.3,,5.0,1.0,66025.0,168740.0,1.0,0.0,0.0
,Short Term,751.0,1424867.0,Own Home,Other,3015.87,26.1,0.0,41.0,0.0,115767.0,4787662.0,,0.0,10.0
441716.0,Long Term,705.0,2622684.0,Rent,Debt Consolidation,61414.65,37.2,21.0,15.0,0.0,930715.0,1732610.0,0.0,0.0,2.0
268004.0,Short Term,722.0,1253772.0,Rent,Debt Consolidation,17866.27,13.6,,10.0,0.0,188746.0,408496.0,0.0,0.0,9.0
280060.0,Short Term,,,Home Mortgage,Home Improvements,11837.76,24.6,,5.0,0.0,137085.0,560846.0,0.0,0.0,3.0
351076.0,Short Term,,,Own Home,Debt Consolidation,13830.67,17.0,,9.0,1.0,218937.0,399212.0,0.0,0.0,10.0
172898.0,Short Term,,,Own Home,Debt Consolidation,23126.61,26.4,,9.0,0.0,147896.0,935726.0,0.0,0.0,10.0
329318.0,Short Term,750.0,1706409.0,Home Mortgage,Debt Consolidation,26591.45,24.5,,7.0,0.0,249774.0,615362.0,0.0,0.0,10.0
327426.0,Long Term,675.0,1263063.0,Rent,Debt Consolidation,9367.76,29.9,70.0,11.0,1.0,37639.0,178640.0,1.0,0.0,1.0
205612.0,Short Term,,,Home Mortgage,Home Improvements,15377.84,26.1,,10.0,0.0,167941.0,388146.0,0.0,0.0,10.0
344740.0,Short Term,,,Home Mortgage,Other,1507.84,21.2,10.0,5.0,0.0,58938.0,211926.0,0.0,0.0,0.0
,Long Term,712.0,1814576.0,Rent,Debt Consolidation,19053.01,26.9,,21.0,0.0,457672.0,1106336.0,0.0,0.0,6.0
257818.0,Short Term,715.0,1540102.0,Rent,Debt Consolidation,14502.51,9.0,,4.0,0.0,175389.0,236412.0,0.0,0.0,6.0
262944.0,Short Term,739.0,1135440.0,Home Mortgage,Debt Consolidation,19491.72,18.5,8.0,15.0,0.0,351880.0,609026.0,0.0,0.0,10.0
223432.0,Short Term,746.0,1591953.0,Home Mortgage,Home Improvements,10891.75,24.9,64.0,16.0,0.0,137883.0,355586.0,0.0,0.0,2.0
101992.0,Long Term,675.0,649116.0,Home Mortgage,Debt Consolidation,17796.35,23.1,43.0,27.0,0.0,375972.0,1012440.0,0.0,0.0,10.0
322476.0,Short Term,688.0,928340.0,Rent,Debt Consolidation,22898.99,8.4,,12.0,0.0,153292.0,292402.0,0.0,0.0,1.0
260920.0,Long Term,673.0,1858998.0,Home Mortgage,Home Improvements,30983.3,10.7,,21.0,1.0,428469.0,1172864.0,0.0,1.0,3.0
329802.0,Short Term,733.0,949430.0,Rent,Debt Consolidation,27058.85,11.2,,8.0,0.0,263264.0,481558.0,0.0,0.0,
141328.0,Short Term,,,Home Mortgage,Debt Consolidation,10091.47,9.4,,10.0,0.0,145768.0,333586.0,0.0,0.0,10.0
,Short Term,707.0,826804.0,Rent,Debt Consolidation,11161.93,11.3,,6.0,0.0,236569.0,324918.0,0.0,0.0,1.0
428230.0,Short Term,728.0,1124952.0,Home Mortgage,Debt Consolidation,23811.56,12.8,,8.0,1.0,317395.0,512534.0,1.0,0.0,9.0
186384.0,Short Term,731.0,439850.0,Home Mortgage,Debt Consolidation,4581.66,16.5,,4.0,1.0,42180.0,127886.0,1.0,0.0,6.0
443520.0,Long Term,682.0,1018894.0,Rent,Other,13415.33,12.5,,13.0,0.0,274759.0,654610.0,0.0,0.0,10.0
446072.0,Short Term,713.0,963794.0,Home Mortgage,Debt Consolidation,14537.47,19.6,64.0,11.0,0.0,281352.0,562672.0,0.0,0.0,10.0
,Long Term,725.0,2696442.0,Home Mortgage,Debt Consolidation,28087.89,26.8,,18.0,0.0,62662.0,1612138.0,0.0,0.0,10.0
64768.0,Short Term,,,Home Mortgage,Home Improvements,29206.99,15.2,,5.0,0.0,266323.0,323906.0,0.0,0.0,0.0
,Short Term,741.0,1338379.0,Rent,Debt Consolidation,24871.57,11.1,,11.0,4.0,146186.0,349756.0,1.0,3.0,4.0
172458.0,Short Term,733.0,875121.0,Rent,Debt Consolidation,6796.68,19.7,67.0,7.0,0.0,64961.0,176968.0,0.0,0.0,1.0
216238.0,Short Term,658.0,1313774.0,Rent,Debt Consolidation,29231.5,10.0,,25.0,2.0,176244.0,708620.0,1.0,1.0,
551210.0,Short Term,,,Home Mortgage,Debt Consolidation,28054.83,15.6,27.0,15.0,0.0,430730.0,635316.0,0.0,0.0,9.0
222090.0,Short Term,701.0,786410.0,Rent,Other,5413.1,25.7,37.0,8.0,0.0,56810.0,102146.0,0.0,0.0,3.0
217668.0,Short Term,749.0,1246856.0,Own Home,Debt Consolidation,22235.7,22.9,23.0,10.0,0.0,149131.0,322146.0,0.0,0.0,10.0
528748.0,Long Term,674.0,2070088.0,Own Home,Medical Bills,26738.7,16.1,6.0,8.0,0.0,148656.0,462704.0,0.0,0.0,2.0
131802.0,Short Term,744.0,379430.0,Home Mortgage,Debt Consolidation,7999.76,11.3,,6.0,0.0,122949.0,329538.0,0.0,0.0,8.0
260304.0,Short Term,734.0,1498720.0,Rent,Debt Consolidation,18234.3,16.6,,10.0,2.0,153216.0,320826.0,1.0,1.0,8.0
213752.0,Short Term,716.0,1423005.0,Home Mortgage,Home Improvements,9059.77,8.4,,10.0,1.0,298547.0,456654.0,0.0,0.0,1.0
100430.0,Short Term,737.0,805030.0,Own Home,Debt Consolidation,10263.99,14.8,,9.0,0.0,91485.0,560472.0,0.0,0.0,2.0
44572.0,Short Term,744.0,462023.0,Home Mortgage,Other,7161.29,18.0,16.0,8.0,0.0,11495.0,93698.0,,0.0,5.0
142626.0,Short Term,721.0,1810377.0,Home Mortgage,Debt Consolidation,25647.15,22.3,,11.0,0.0,137750.0,437008.0,0.0,0.0,4.0
111496.0,Short Term,750.0,905141.0,Home Mortgage,Debt Consolidation,14934.95,21.6,,8.0,0.0,26068.0,185240.0,0.0,0.0,4.0
103928.0,Short Term,,,Rent,Debt Consolidation,6762.48,10.3,,8.0,0.0,223307.0,272756.0,0.0,0.0,8.0
283338.0,Long Term,,,Rent,Debt Consolidation,10594.02,8.8,29.0,8.0,1.0,149530.0,398926.0,1.0,0.0,10.0
325314.0,Short Term,747.0,964611.0,Rent,Debt Consolidation,16960.92,18.9,,14.0,0.0,314564.0,741796.0,0.0,0.0,0.0
443388.0,Short Term,745.0,995600.0,Home Mortgage,Debt Consolidation,19580.26,25.5,,10.0,0.0,482011.0,669196.0,0.0,0.0,3.0
345334.0,Long Term,,,Own Home,Debt Consolidation,19022.42,16.0,,15.0,1.0,700910.0,1033868.0,1.0,0.0,7.0
428406.0,Long Term,667.0,924958.0,Rent,Debt Consolidation,9095.3,16.8,14.0,7.0,0.0,336186.0,462858.0,0.0,0.0,2.0
216194.0,Short Term,723.0,1769812.0,Home Mortgage,Debt Consolidation,38198.17,16.8,,25.0,1.0,586606.0,1262492.0,1.0,0.0,5.0
334268.0,Short Term,732.0,866039.0,Home Mortgage,Debt Consolidation,22083.7,23.5,44.0,21.0,0.0,264727.0,559372.0,0.0,0.0,3.0
55000.0,Short Term,,,Rent,Other,12420.49,19.7,,14.0,0.0,219450.0,632082.0,0.0,0.0,7.0
,Short Term,738.0,1209065.0,Home Mortgage,Major Purchase,281.96,13.5,39.0,6.0,0.0,1159.0,66726.0,0.0,0.0,1.0
132044.0,Short Term,,,Rent,Other,17463.28,27.9,,6.0,1.0,27132.0,165308.0,1.0,0.0,10.0
64460.0,Short Term,701.0,779323.0,Home Mortgage,Other,22016.06,15.8,29.0,11.0,0.0,160493.0,257730.0,0.0,0.0,3.0
758230.0,Long Term,722.0,2525765.0,Own Home,Home Improvements,54935.27,19.9,,16.0,0.0,1402884.0,1917828.0,0.0,0.0,2.0
143066.0,Short Term,721.0,522215.0,Rent,Buy A Car,3825.27,9.1,,8.0,0.0,149169.0,386408.0,0.0,0.0,3.0
263230.0,Long Term,732.0,1231428.0,Rent,Debt Consolidation,28527.74,34.9,,11.0,0.0,554192.0,934076.0,0.0,0.0,8.0
155408.0,Short Term,718.0,1058376.0,Home Mortgage,Debt Consolidation,13847.01,15.0,18.0,10.0,0.0,77121.0,316690.0,0.0,0.0,9.0
571538.0,Long Term,612.0,1122900.0,Rent,Debt Consolidation,16094.9,30.4,,13.0,0.0,424897.0,1020734.0,0.0,0.0,3.0
580888.0,Long Term,693.0,1158810.0,Rent,Debt Consolidation,22403.66,17.0,46.0,11.0,0.0,316179.0,886446.0,0.0,0.0,10.0
149600.0,Short Term,710.0,634315.0,Home Mortgage,Debt Consolidation,6607.44,15.0,,8.0,1.0,60857.0,127424.0,1.0,0.0,7.0
215424.0,Short Term,699.0,581400.0,Rent,Debt Consolidation,14292.75,10.8,39.0,14.0,0.0,177688.0,255904.0,0.0,0.0,0.0
,Short Term,742.0,806854.0,Own Home,Debt Consolidation,13380.37,25.0,51.0,15.0,0.0,480529.0,1842368.0,0.0,0.0,5.0
,Short Term,732.0,1363345.0,Rent,Debt Consolidation,15451.37,17.4,,12.0,0.0,583300.0,902946.0,0.0,0.0,10.0
130196.0,Short Term,733.0,712177.0,Rent,Debt Consolidation,8012.11,22.8,59.0,10.0,0.0,102144.0,474980.0,0.0,0.0,6.0
398090.0,Long Term,737.0,1146042.0,Home Mortgage,Debt Consolidation,9932.44,22.0,,8.0,0.0,423757.0,905278.0,0.0,0.0,7.0
661716.0,Long Term,695.0,2819315.0,Home Mortgage,Debt Consolidation,31952.11,18.5,74.0,18.0,0.0,426911.0,1594604.0,0.0,0.0,10.0
124366.0,Short Term,735.0,1764435.0,Home Mortgage,Other,12174.63,24.2,,7.0,1.0,106609.0,211024.0,1.0,0.0,0.0
212234.0,Short Term,714.0,1260137.0,Home Mortgage,Debt Consolidation,21632.45,17.0,,16.0,0.0,395086.0,1007644.0,0.0,0.0,6.0
60654.0,Short Term,731.0,617291.0,Rent,Debt Consolidation,12602.89,25.2,,8.0,0.0,130891.0,309914.0,0.0,0.0,0.0
763158.0,Long Term,714.0,1928215.0,Own Home,Debt Consolidation,49330.08,33.0,47.0,15.0,0.0,596277.0,2130942.0,0.0,0.0,
220088.0,Short Term,,,Home Mortgage,Debt Consolidation,26289.16,7.5,,13.0,0.0,169385.0,367290.0,0.0,0.0,3.0
431882.0,Short Term,,,Home Mortgage,Debt Consolidation,23113.88,17.9,,12.0,0.0,438881.0,751740.0,0.0,0.0,10.0
236830.0,Long Term,620.0,1936252.0,Rent,Debt Consolidation,17910.35,31.8,56.0,9.0,0.0,93803.0,138512.0,0.0,0.0,5.0
,Short Term,732.0,1554048.0,Home Mortgage,Debt Consolidation,12134.54,16.9,8.0,19.0,1.0,165889.0,1333948.0,0.0,1.0,10.0
,Short Term,745.0,1510120.0,Rent,Debt Consolidation,16233.79,8.0,,6.0,0.0,58596.0,128986.0,0.0,0.0,6.0
468248.0,Long Term,699.0,1174656.0,Rent,Debt Consolidation,22611.9,11.7,,14.0,0.0,251484.0,312114.0,0.0,0.0,6.0
324500.0,Long Term,722.0,1042568.0,Home Mortgage,Debt Consolidation,19635.17,29.5,,13.0,0.0,249375.0,584518.0,0.0,0.0,10.0
781704.0,Long Term,625.0,1523819.0,Home Mortgage,Debt Consolidation,32000.18,10.4,,7.0,0.0,168416.0,212190.0,0.0,0.0,10.0
524722.0,Short Term,717.0,1567215.0,Rent,Debt Consolidation,36829.79,17.7,61.0,19.0,0.0,397613.0,601062.0,0.0,0.0,2.0
299640.0,Short Term,729.0,1538449.0,Rent,Debt Consolidation,19615.41,18.7,39.0,13.0,0.0,38247.0,262042.0,0.0,0.0,0.0
266992.0,Short Term,740.0,1575613.0,Home Mortgage,Debt Consolidation,34794.51,16.3,4.0,14.0,0.0,185345.0,766458.0,0.0,0.0,0.0
525404.0,Short Term,,,Home Mortgage,Debt Consolidation,21360.37,17.6,,11.0,1.0,409051.0,689436.0,1.0,0.0,5.0
109032.0,Short Term,716.0,1318296.0,Rent,Other,29771.48,16.0,9.0,7.0,1.0,50977.0,78496.0,1.0,0.0,9.0
258192.0,Short Term,723.0,1765290.0,Home Mortgage,Other,19859.56,24.1,34.0,6.0,0.0,169062.0,353980.0,0.0,0.0,4.0
217052.0,Long Term,631.0,1304673.0,Home Mortgage,Home Improvements,9806.85,17.6,30.0,3.0,0.0,0.0,0.0,0.0,0.0,
168300.0,Short Term,721.0,1453500.0,Rent,Debt Consolidation,6528.78,19.4,56.0,7.0,0.0,111720.0,136906.0,0.0,0.0,10.0
131120.0,Short Term,,,Rent,Debt Consolidation,32201.58,13.7,8.0,12.0,0.0,130093.0,185724.0,0.0,0.0,2.0
259864.0,Short Term,743.0,935085.0,Home Mortgage,Home Improvements,20026.38,17.5,32.0,10.0,0.0,191197.0,383042.0,0.0,0.0,10.0
185262.0,Short Term,737.0,666672.0,Home Mortgage,Debt Consolidation,9500.0,17.4,27.0,9.0,0.0,122569.0,258038.0,0.0,0.0,2.0
128128.0,Short Term,747.0,558315.0,Rent,Debt Consolidation,10282.42,10.9,,7.0,0.0,82973.0,144034.0,0.0,0.0,5.0
120824.0,Long Term,,,Rent,Debt Consolidation,7919.2,10.6,,6.0,0.0,67545.0,144584.0,0.0,0.0,1.0
223388.0,Short Term,718.0,1196145.0,Home Mortgage,Debt Consolidation,5960.87,23.4,23.0,10.0,0.0,184946.0,261470.0,0.0,0.0,10.0
437228.0,Long Term,739.0,2265636.0,Home Mortgage,Debt Consolidation,17596.47,15.3,,16.0,0.0,137313.0,883322.0,0.0,0.0,10.0
248512.0,Short Term,730.0,1824494.0,Home Mortgage,Debt Consolidation,14671.99,22.2,63.0,8.0,1.0,52269.0,193380.0,1.0,0.0,10.0
,Short Term,739.0,1168500.0,Home Mortgage,Debt Consolidation,15482.72,14.5,16.0,9.0,1.0,119054.0,206668.0,1.0,0.0,10.0
,Short Term,716.0,748296.0,Rent,Other,12222.13,17.0,72.0,9.0,0.0,54967.0,197032.0,0.0,0.0,10.0
228118.0,Short Term,725.0,648983.0,Home Mortgage,Debt Consolidation,9842.76,21.3,,8.0,0.0,177897.0,311146.0,0.0,0.0,1.0
353518.0,Short Term,715.0,763268.0,Own Home,Buy A Car,3549.2,10.8,35.0,7.0,0.0,97166.0,148038.0,0.0,0.0,3.0
85954.0,Short Term,,,Rent,Debt Consolidation,2987.94,11.7,,6.0,0.0,64030.0,529562.0,0.0,0.0,0.0
,Long Term,727.0,1458288.0,Home Mortgage,Debt Consolidation,23697.18,16.5,27.0,13.0,1.0,133969.0,618046.0,1.0,0.0,6.0
,Short Term,744.0,754376.0,Rent,Debt Consolidation,7858.21,15.4,,8.0,1.0,225587.0,561770.0,1.0,0.0,2.0
269258.0,Short Term,744.0,2596673.0,Own Home,Debt Consolidation,8677.11,14.5,40.0,9.0,0.0,378898.0,880968.0,0.0,0.0,7.0
469854.0,Short Term,,,Rent,Debt Consolidation,28984.5,15.7,,8.0,0.0,379696.0,1308472.0,0.0,0.0,0.0
,Short Term,738.0,2254008.0,Home Mortgage,Debt Consolidation,34561.38,18.0,,8.0,0.0,472074.0,696344.0,0.0,0.0,8.0
,Short Term,746.0,1387152.0,Home Mortgage,Debt Consolidation,17108.17,17.7,,10.0,0.0,56981.0,140404.0,0.0,0.0,10.0
397342.0,Short Term,742.0,1715814.0,Own Home,Debt Consolidation,23449.42,12.1,,6.0,0.0,405859.0,514162.0,0.0,0.0,1.0
,Short Term,748.0,1333192.0,Home Mortgage,Debt Consolidation,32329.83,11.9,,17.0,0.0,237804.0,722722.0,0.0,0.0,5.0
53768.0,Short Term,,,Rent,Other,8129.53,18.2,,4.0,0.0,91428.0,111782.0,0.0,0.0,3.0
448778.0,Long Term,723.0,866628.0,Own Home,Debt Consolidation,20799.11,17.0,11.0,7.0,0.0,331360.0,452452.0,0.0,0.0,8.0
145024.0,Short Term,711.0,721126.0,Own Home,Home Improvements,2457.84,10.0,,5.0,0.0,42826.0,90178.0,0.0,0.0,10.0
487718.0,Short Term,743.0,1410332.0,Home Mortgage,Debt Consolidation,15513.5,30.1,53.0,17.0,0.0,535629.0,1228106.0,0.0,0.0,8.0
548350.0,Short Term,749.0,2121616.0,Rent,Debt Consolidation,21216.16,16.6,,9.0,0.0,531506.0,863148.0,0.0,0.0,5.0
328922.0,Short Term,,,Rent,Business Loan,13256.11,13.8,,11.0,0.0,314925.0,482328.0,0.0,0.0,5.0
,Short Term,750.0,913444.0,Home Mortgage,Debt Consolidation,20324.3,42.7,43.0,10.0,0.0,115159.0,670032.0,0.0,0.0,
157784.0,Short Term,,,Own Home,Debt Consolidation,13315.77,25.0,42.0,12.0,1.0,112917.0,403502.0,1.0,0.0,10.0
,Short Term,746.0,809020.0,Own Home,Debt Consolidation,17393.74,12.8,45.0,11.0,0.0,123557.0,627440.0,0.0,0.0,2.0
386386.0,Long Term,680.0,2013658.0,Rent,Debt Consolidation,19465.31,13.3,30.0,5.0,0.0,600533.0,832744.0,0.0,0.0,4.0
,Short Term,721.0,1179881.0,Rent,Debt Consolidation,25859.0,16.9,68.0,14.0,0.0,158004.0,775236.0,0.0,0.0,7.0
759066.0,Long Term,721.0,2434926.0,Own Home,Debt Consolidation,15340.03,28.7,,8.0,0.0,1622752.0,11052756.0,0.0,0.0,0.0
390874.0,Long Term,678.0,2144796.0,Home Mortgage,Debt Consolidation,31099.58,20.9,,13.0,0.0,542127.0,697488.0,0.0,0.0,10.0
26664.0,Short Term,710.0,1403397.0,Home Mortgage,Other,29939.06,31.0,,9.0,0.0,634106.0,784432.0,0.0,0.0,6.0
433840.0,Long Term,671.0,2060740.0,Home Mortgage,Debt Consolidation,6388.37,6.4,,5.0,0.0,116527.0,340714.0,0.0,0.0,2.0
351340.0,Long Term,677.0,1137834.0,Home Mortgage,Debt Consolidation,9576.76,17.3,33.0,4.0,0.0,229710.0,281160.0,0.0,0.0,10.0
157608.0,Short Term,730.0,972230.0,Own Home,Other,21550.94,23.2,61.0,17.0,0.0,131651.0,802362.0,0.0,0.0,3.0
